,title,core_role,top_skills
1214,r d machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1215,mid level data scientist p c insurance,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1216,mid level data scientist financial services,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1217,director data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1218,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1219,staff data scientist search inference,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1220,senior data science inference payments,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1221,data scientist usa,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1222,director of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1223,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1224,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1225,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1226,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1227,junior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1228,junior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1229,sr data science manager core data science build,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1230,staff data scientist checkout,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1231,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1232,data scientist evergreen,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1233,lead applied data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1234,sr auto data scientist pricing r d,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1235,sr insurance data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1236,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1237,senior data scientist nlp,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1238,senior data scientist marketing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1239,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1240,data science internship,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1241,data scientist senior,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1242,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1243,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1244,senior data scientist web analytics and experimentation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1245,data scientist varying levels,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1246,bayesian data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1247,actuarial data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1248,data scientist ii,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1249,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1250,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1251,data science analyst,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1252,senior data scientist assessment,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1253,senior data scientist insights udemy business,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1254,senior data scientist deep learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1255,arity data scientist lead consultant,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1256,data scientist search recommendation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1257,director growth data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1258,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1259,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1260,principal data scientist western us,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1261,senior data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1262,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1263,data scientist vitality senior,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1264,director data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1265,data scientist intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1266,principal data scientist i,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1267,senior data scientist iii,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1268,data science intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1269,data scientist research,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1270,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1271,senior data scientist linguistic expert,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1272,head of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1273,sr insurance data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1274,sr countrywide auto r d analyst,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
1275,sr auto data scientist pricing r d,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1276,sr machine learning data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1277,lead machine learning data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1278,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1279,staff data scientist ads experimentation analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1280,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1281,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1282,senior data scientist decision engine,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1283,senior data scientist ii,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1284,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1285,senior data scientist district success,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1286,data scientist risk analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1287,data scientist risk analytics intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1288,modeler risk analytics,modeler risk analytics,"['sql', 'python']"
1289,senior manager of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1290,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1291,clinical data analyst r month contract extendable,data analyst,"['matplotlib', 'plotly', 'sem', 'seaborn', 'scala', 'xgboost', 'analytics', 'google', 'recommendation', 'systems']"
1292,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1293,head of marketplace intelligence,head of department,"['sheets', 'learning', 'google', 'docker', 'classification', 'git', 'nlp', 'pytorch', 'tensorflow', 'clustering']"
1294,applied ml scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1295,data scientist marketing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1296,director data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1297,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1298,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1299,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1300,sr data scientist rwd,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1301,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1302,senior product data scientist global markets,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1303,senior product data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1304,decision scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1305,lead data scientist finance,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1306,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1307,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1308,sr data scientist product analyst contractor,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1309,director of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1310,data scientist forecasting us,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1311,director of data science spain,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1312,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1313,health data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1314,intern economics amazon s choice,intern economics amazon s choice,['python']
1315,senior data scientist ads modeling,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1316,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1317,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1318,manager ai ml engineering,machine learning engineer,"['learning', 'matlab', 'mysql', 'reinforcement', 'xgboost', 'computer', 'keras', 'recommendation', 'systems', 'vision']"
1319,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1320,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1321,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1322,sr data scientist measurement,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1323,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1324,data scientist analyst,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1325,ai ml health data scientist senior consultant,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1326,ai ml health data scientist consultant,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1327,data scientist i product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1328,sr data scientist business operations,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1329,senior data scientist ads optimization ml,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1330,data scientist nlp,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1331,solutions consultant data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1332,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1333,principal associate data science people analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1334,senior associate data science people analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1335,summer intern consumer insights,summer intern consumer insights,"['communication', 'analysis', 'data', 'python']"
1336,senior applied scientist ml experience,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1337,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1338,data scientist analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1339,data science intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1340,senior data scientist nlp,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1341,staff applied research scientist behaviors,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1342,data scientist us,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1343,senior data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1344,principal data scientist new initiatives,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1345,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1346,staff data scientist inference marketplace,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1347,sr data scientist model risk management,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1348,senior research scientist wgu academy,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1349,research scientist wgu academy,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1350,director data science pl us auto pricing design,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1351,assistant director director i data science machine learning innovation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1352,senior machine learning manager,manager,"['management', 'time', 'css', 'firewall', 'mongodb', 'powershell', 'react', 'switching', 'learning', 'auditing']"
1353,manager of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1354,platform data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1355,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1356,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1357,machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1358,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1359,data scientist credit risk modeling xgboost nlp,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1360,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1361,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1362,data scientist mid,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1363,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1364,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1365,senior data scientist ads ranking,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1366,data scientist brand,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1367,data scientist intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1368,lead data scientist credit,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1369,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1370,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1371,data scientist marketing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1372,senior data scientist new initiatives,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1373,associate research scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1374,data scientist engineer ii,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1375,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1376,staff advanced analytics guest product,advanced analytics guest,"['data', 'science', 'analysis', 'sql', 'python']"
1377,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1378,senior behavioral scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1379,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1380,data scientist invoices,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1381,lead data scientist zynga games,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1382,director data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1383,fellow data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1384,srdirector checkout product data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1385,data science mng marketing analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1386,data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1387,data scientist auto finance,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1388,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1389,sr data scientist marketing operations,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1390,senior data scientist iap roas pod,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1391,senior data scientist business intelligence,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1392,vice president of machine learning and data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1393,staff ml research scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1394,senior applied scientist ii search ranking,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1395,director i data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1396,senior data scientist product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1397,senior data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1398,senior research data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1399,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1400,machine learning research team lead,machine learning engineer,"['learning', 'matlab', 'mysql', 'reinforcement', 'xgboost', 'computer', 'keras', 'recommendation', 'systems', 'vision']"
1401,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1402,staff data scientist ads measurement ml,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1403,data scientist marketing intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1404,senior data scientist data products,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1405,senior data scientist marketplace,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1406,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1407,modeling and machine learning scientist lead model risk and governance,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1408,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1409,principal data scientist ml,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1410,senior data scientist inference people analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1411,lead data scientist healthcare product innovation mlops,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1412,data scientist care management analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1413,sr model risk analyst,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
1414,data scientist sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1415,director credit risk analytics,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
1416,research scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
1417,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1418,data scientist people analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1419,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1420,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1421,director i data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
1422,staff data scientist safety insights,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
